image,text
R8 Revolver Night.png,R8 Revolver Night revólver
R8 Revolver Nitro.png,R8 Revolver Nitro revólver
R8 Revolver Phoenix Marker.png,R8 Revolver Phoenix Marker revólver
R8 Revolver Reboot.png,R8 Revolver Reboot revólver
R8 Revolver Skull Crusher.png,R8 Revolver Skull Crusher revólver
R8 Revolver Survivalist.png,R8 Revolver Survivalist revólver
Revólver R8 Teia Rubra.png,Revólver R8 Teia Rubra
SCAR-20 Army Sheen.png,SCAR-20 Army Sheen sniper automática
SCAR-20 Assault skin.png,SCAR-20 Assault skin sniper automática
SCAR-20 Bloodsport.png,SCAR-20 Bloodsport sniper automática vermelha esportiva futurista
SCAR-20 Blueprint.png,SCAR-20 Blueprint sniper automática
SCAR-20 Brass.png,SCAR-20 Brass sniper automática
SCAR-20 Carbon Fiber.png,SCAR-20 Carbon Fiber sniper automática
SCAR-20 Cardiac.png,SCAR-20 Cardiac sniper automática
SCAR-20 Contractor.png,SCAR-20 Contractor sniper automática
SCAR-20 Crimson Web.png,SCAR-20 Crimson Web sniper automática vermelha teia de aranha
SCAR-20 Cyrex.png,SCAR-20 Cyrex sniper automática preta vermelha futurista
SCAR-20 Emerald.png,SCAR-20 Emerald sniper automática
SCAR-20 Enforcer.png,SCAR-20 Enforcer sniper automática
SCAR-20 Fragments.png,SCAR-20 Fragments sniper automática
SCAR-20 Green Marine.png,SCAR-20 Green Marine sniper automática
SCAR-20 Grotto.png,SCAR-20 Grotto sniper automática
SCAR-20 Jungle Slipstream.png,SCAR-20 Jungle Slipstream sniper automática
SCAR-20 Magna Carta.png,SCAR-20 Magna Carta sniper automática
SCAR-20 Outbreak.png,SCAR-20 Outbreak sniper automática
SCAR-20 Palm.png,SCAR-20 Palm sniper automática
SCAR-20 Poultrygeist.png,SCAR-20 Poultrygeist sniper automática
SCAR-20 Powercore.png,SCAR-20 Powercore sniper automática
SCAR-20 Sand Mesh.png,SCAR-20 Sand Mesh sniper automática
SCAR-20 Splash Jam.png,SCAR-20 Splash Jam sniper automática
SCAR-20 Stone Mosaico.png,SCAR-20 Stone Mosaico sniper automática
SCAR-20 Storm.png,SCAR-20 Storm sniper automática
SCAR-20 Torn.png,SCAR-20 Torn sniper automática
SG 553  Integrale.png,SG 553  Integrale rifle de assalto
SG 553 Aerial.png,SG 553 Aerial rifle de assalto
SG 553 Aloha.png,SG 553 Aloha rifle de assalto
SG 553 Anodized Navy.png,SG 553 Anodized Navy rifle de assalto
SG 553 Army Sheen.png,SG 553 Army Sheen rifle de assalto
SG 553 Atlas.png,SG 553 Atlas rifle de assalto
SG 553 Barricade.png,SG 553 Barricade rifle de assalto
SG 553 Bleached.png,SG 553 Bleached rifle de assalto
SG 553 Bulldozer.png,SG 553 Bulldozer rifle de assalto
SG 553 Candy Apple.png,SG 553 Candy Apple rifle de assalto
SG 553 Colony IV.png,SG 553 Colony IV rifle de assalto
SG 553 Cyberforce.png,SG 553 Cyberforce rifle de assalto
SG 553 Cyrex.png,SG 553 Cyrex rifle de assalto preta vermelha futurista
SG 553 Damascus Steel.png,SG 553 Damascus Steel rifle de assalto
SG 553 Darkwing.png,SG 553 Darkwing rifle de assalto
SG 553 Desert Blossom.png,SG 553 Desert Blossom rifle de assalto
SG 553 Dragon Tech.png,SG 553 Dragon Tech rifle de assalto
SG 553 Fallout Warning.png,SG 553 Fallout Warning rifle de assalto
SG 553 Fantasma.png,SG 553 Fantasma rifle de assalto
SG 553 Gator Mesh.png,SG 553 Gator Mesh rifle de assalto
SG 553 Hazard Pay.png,SG 553 Hazard Pay rifle de assalto
SG 553 Heavy Metal.png,SG 553 Heavy Metal rifle de assalto
SG 553 Hypnotic.png,SG 553 Hypnotic rifle de assalto
SG 553 Integrale.png,SG 553 Integrale rifle de assalto
SG 553 Lush Ruins.png,SG 553 Lush Ruins rifle de assalto
SG 553 Ol' Rusty.png,SG 553 Ol' Rusty rifle de assalto
SG 553 Tiger Moth.png,SG 553 Tiger Moth rifle de assalto
SG 553 Tornado.png,SG 553 Tornado rifle de assalto
SG 553 Traveler.png,SG 553 Traveler rifle de assalto
SG 553 Triarca.png,SG 553 Triarca rifle de assalto
SG 553 Ultraviolet.png,SG 553 Ultraviolet rifle de assalto
SG 553 Wave Spray.png,SG 553 Wave Spray rifle de assalto
SG 553 Waves Perforated.png,SG 553 Waves Perforated rifle de assalto
SSG 08 Abyss.png,SSG 08 Abyss sniper leve
SSG 08 Acid Fade.png,SSG 08 Acid Fade sniper leve degradê colorido brilhante
SSG 08 Azure Glyph.png,SSG 08 Azure Glyph sniper leve
SSG 08 Big Iron.png,SSG 08 Big Iron sniper leve
SSG 08 Blood in the Water.png,SSG 08 Blood in the Water sniper leve
SSG 08 Bloodshot.png,SSG 08 Bloodshot sniper leve
SSG 08 Blue Spruce.png,SSG 08 Blue Spruce sniper leve
SSG 08 Dark Water.png,SSG 08 Dark Water sniper leve
SSG 08 Death Strike.png,SSG 08 Death Strike sniper leve
SSG 08 Death's Head.png,SSG 08 Death's Head sniper leve
SSG 08 Detour.png,SSG 08 Detour sniper leve
SSG 08 Dezastre.png,SSG 08 Dezastre sniper leve
SSG 08 Dragonfire.png,SSG 08 Dragonfire sniper leve dragão vermelho laranja
SSG 08 Fever Dream.png,SSG 08 Fever Dream sniper leve
SSG 08 Ghost Crusader.png,SSG 08 Ghost Crusader sniper leve
SSG 08 Grey Smoke.png,SSG 08 Grey Smoke sniper leve
SSG 08 Jungle Dashed.png,SSG 08 Jungle Dashed sniper leve
SSG 08 Lichen Dashed.png,SSG 08 Lichen Dashed sniper leve
SSG 08 Mainframe 001.png,SSG 08 Mainframe 001 sniper leve
SSG 08 Mayan Dreams.png,SSG 08 Mayan Dreams sniper leve
SSG 08 Necropos.png,SSG 08 Necropos sniper leve
SSG 08 Orange Filigree.png,SSG 08 Orange Filigree sniper leve
SSG 08 Parallax.png,SSG 08 Parallax sniper leve
SSG 08 Prey.png,SSG 08 Prey sniper leve
SSG 08 Red Stone.png,SSG 08 Red Stone sniper leve
SSG 08 Sand Dune.png,SSG 08 Sand Dune sniper leve
SSG 08 Sea Calico.png,SSG 08 Sea Calico sniper leve
SSG 08 Spring Twilly.png,SSG 08 Spring Twilly sniper leve
SSG 08 Threat Detected.png,SSG 08 Threat Detected sniper leve
SSG 08 Tropical Storm.png,SSG 08 Tropical Storm sniper leve
SSG 08 Turbo Peek.png,SSG 08 Turbo Peek sniper leve
Sawed-Off Amber Fade.png,Sawed-Off Amber Fade escopeta degradê colorido brilhante
Sawed-Off Analog Input.png,Sawed-Off Analog Input escopeta
Sawed-Off Apocalypto.png,Sawed-Off Apocalypto escopeta
Sawed-Off Bamboo Shadow.png,Sawed-Off Bamboo Shadow escopeta
Sawed-Off Black Sand.png,Sawed-Off Black Sand escopeta
Sawed-Off Brake Light.png,Sawed-Off Brake Light escopeta
Sawed-Off Clay Ambush.png,Sawed-Off Clay Ambush escopeta
Sawed-Off Copper.png,Sawed-Off Copper escopeta
Sawed-Off Devourer.png,Sawed-Off Devourer escopeta
Sawed-Off First Class.png,Sawed-Off First Class escopeta
Sawed-Off Forest DDPAT.png,Sawed-Off Forest DDPAT escopeta
Sawed-Off Full Stop.png,Sawed-Off Full Stop escopeta
Sawed-Off Highwayman.png,Sawed-Off Highwayman escopeta
Sawed-Off Irradiated Alert.png,Sawed-Off Irradiated Alert escopeta
Sawed-Off Jungle Thicket.png,Sawed-Off Jungle Thicket escopeta
Sawed-Off Kiss♥Love.png,Sawed-Off Kiss♥Love escopeta
Sawed-Off Limelight.png,Sawed-Off Limelight escopeta
Sawed-Off Morris.png,Sawed-Off Morris escopeta
Sawed-Off Mosaico.png,Sawed-Off Mosaico escopeta
Sawed-Off Orange DDPAT.png,Sawed-Off Orange DDPAT escopeta
Sawed-Off Origami.png,Sawed-Off Origami escopeta
Sawed-Off Parched.png,Sawed-Off Parched escopeta
Sawed-Off Rust Coat.png,Sawed-Off Rust Coat escopeta
Sawed-Off Sage Spray.png,Sawed-Off Sage Spray escopeta
Sawed-Off Serenity.png,Sawed-Off Serenity escopeta
Sawed-Off Snake Camo.png,Sawed-Off Snake Camo escopeta
Sawed-Off Spirit Board.png,Sawed-Off Spirit Board escopeta
Sawed-Off The Kraken.png,Sawed-Off The Kraken escopeta
Sawed-Off Wasteland Princess.png,Sawed-Off Wasteland Princess escopeta
Sawed-Off Yorick.png,Sawed-Off Yorick escopeta
Sawed-Off Zander.png,Sawed-Off Zander escopeta
Shadow Daggers Autotronic.png,Shadow Daggers Autotronic adagas
Shadow Daggers Black Laminate.png,Shadow Daggers Black Laminate adagas
Shadow Daggers Blue Steel.png,Shadow Daggers Blue Steel adagas
Shadow Daggers Boreal Forest.png,Shadow Daggers Boreal Forest adagas
Shadow Daggers Bright Water.png,Shadow Daggers Bright Water adagas
Shadow Daggers Case Hardened.png,Shadow Daggers Case Hardened adagas metálica azul dourada
Shadow Daggers Crimson web.png,Shadow Daggers Crimson web adagas vermelha teia de aranha
Shadow Daggers Damascus Steel.png,Shadow Daggers Damascus Steel adagas
Shadow Daggers Fade.png,Shadow Daggers Fade adagas degradê colorido brilhante
Shadow Daggers Forest DDPAT.png,Shadow Daggers Forest DDPAT adagas
Shadow Daggers Freehand.png,Shadow Daggers Freehand adagas
Shadow Daggers Lore.png,Shadow Daggers Lore adagas
Shadow Daggers Marble Fade.png,Shadow Daggers Marble Fade adagas degradê colorido brilhante degradê mármore colorido
Shadow Daggers Night.png,Shadow Daggers Night adagas
Shadow Daggers Safari Mesh.png,Shadow Daggers Safari Mesh adagas
Shadow Daggers Scorched.png,Shadow Daggers Scorched adagas
Shadow Daggers Slaughter.png,Shadow Daggers Slaughter adagas
Shadow Daggers Stained.png,Shadow Daggers Stained adagas
Shadow Daggers Tiger Tooth.png,Shadow Daggers Tiger Tooth adagas dourada listras de tigre
Shadow Daggers Ultraviolet.png,Shadow Daggers Ultraviolet adagas
Shadow Daggers Urban masked.png,Shadow Daggers Urban masked adagas
Shadow Daggers Vanilla.png,Shadow Daggers Vanilla adagas
Skeleton Knife Blue Steel.png,Skeleton Knife Blue Steel faca skeleton
Skeleton Knife Boreal Forest.png,Skeleton Knife Boreal Forest faca skeleton
Skeleton Knife Case Hardened.png,Skeleton Knife Case Hardened faca skeleton metálica azul dourada
Skeleton Knife Fade.png,Skeleton Knife Fade faca skeleton degradê colorido brilhante
Skeleton Knife Forest DDPAT.png,Skeleton Knife Forest DDPAT faca skeleton
Skeleton Knife Night.png,Skeleton Knife Night faca skeleton
Skeleton Knife Safari Mesh.png,Skeleton Knife Safari Mesh faca skeleton
Skeleton Knife Scorched.png,Skeleton Knife Scorched faca skeleton
Skeleton Knife Slaughter.png,Skeleton Knife Slaughter faca skeleton
Skeleton Knife Stained.png,Skeleton Knife Stained faca skeleton
Skeleton Knife Urban Masked.png,Skeleton Knife Urban Masked faca skeleton
Skeleton Knife Vanilla.png,Skeleton Knife Vanilla faca skeleton
Stiletto Knife Blue Steel.png,Stiletto Knife Blue Steel faca stiletto
Stiletto Knife Boreal Forest.png,Stiletto Knife Boreal Forest faca stiletto
Stiletto Knife Case Hardened.png,Stiletto Knife Case Hardened faca stiletto metálica azul dourada
Stiletto Knife Crimson Web.png,Stiletto Knife Crimson Web faca stiletto vermelha teia de aranha
Stiletto Knife Fade.png,Stiletto Knife Fade faca stiletto degradê colorido brilhante
Stiletto Knife Forest DDPAT.png,Stiletto Knife Forest DDPAT faca stiletto
Stiletto Knife Marble Fade.png,Stiletto Knife Marble Fade faca stiletto degradê colorido brilhante degradê mármore colorido
Stiletto Knife Night Stripe.png,Stiletto Knife Night Stripe faca stiletto
Stiletto Knife Safari Mesh.png,Stiletto Knife Safari Mesh faca stiletto
Stiletto Knife Scorched.png,Stiletto Knife Scorched faca stiletto
Stiletto Knife Slaughter.png,Stiletto Knife Slaughter faca stiletto
Stiletto Knife Stained.png,Stiletto Knife Stained faca stiletto
Stiletto Knife Tiger Tooth.png,Stiletto Knife Tiger Tooth faca stiletto dourada listras de tigre
Stiletto Knife Ultraviolet.png,Stiletto Knife Ultraviolet faca stiletto
Stiletto Knife Urban Masked.png,Stiletto Knife Urban Masked faca stiletto
Stiletto Knife Vanilla.png,Stiletto Knife Vanilla faca stiletto
Stiletto KnifeDamascus Steel.png,Stiletto KnifeDamascus Steel faca stiletto
Survival Knife Blue Steel.png,Survival Knife Blue Steel
Survival Knife Boreal Forest.png,Survival Knife Boreal Forest
Survival Knife Case Hardened.png,Survival Knife Case Hardened metálica azul dourada
Survival Knife Crimson Web.png,Survival Knife Crimson Web vermelha teia de aranha
Survival Knife Fade.png,Survival Knife Fade degradê colorido brilhante
Survival Knife Forest DDPAT.png,Survival Knife Forest DDPAT
Survival Knife Night Stripe.png,Survival Knife Night Stripe
Survival Knife Safari Mesh.png,Survival Knife Safari Mesh
Survival Knife Scorched.png,Survival Knife Scorched
Survival Knife Slaughter.png,Survival Knife Slaughter
Survival Knife Stained.png,Survival Knife Stained
Survival Knife Urban Masked.png,Survival Knife Urban Masked
Survival Knife Vanilla.png,Survival Knife Vanilla
Talon Knife  Blue Steel.png,Talon Knife  Blue Steel faca talon
Talon Knife Blue Steel.png,Talon Knife Blue Steel faca talon
Talon Knife Boreal Forest.png,Talon Knife Boreal Forest faca talon
Talon Knife Case Hardened.png,Talon Knife Case Hardened faca talon metálica azul dourada
Talon Knife Crimson Web.png,Talon Knife Crimson Web faca talon vermelha teia de aranha
Talon Knife Damascus.png,Talon Knife Damascus faca talon
Talon Knife Fade.png,Talon Knife Fade faca talon degradê colorido brilhante
Talon Knife Forest DDPAT.png,Talon Knife Forest DDPAT faca talon
Talon Knife Marble Fade.png,Talon Knife Marble Fade faca talon degradê colorido brilhante degradê mármore colorido
Talon Knife Safari Mesh.png,Talon Knife Safari Mesh faca talon
Talon Knife Scorched.png,Talon Knife Scorched faca talon
Talon Knife Slaughter.png,Talon Knife Slaughter faca talon
Talon Knife Stained.png,Talon Knife Stained faca talon
Talon Knife Tiger Tooth.png,Talon Knife Tiger Tooth faca talon dourada listras de tigre
Talon Knife Ultraviolet.png,Talon Knife Ultraviolet faca talon
Talon Knife Urban Masked.png,Talon Knife Urban Masked faca talon
Talon Knife Vanilla.png,Talon Knife Vanilla faca talon
Tec-9 Army Mesh.png,Tec-9 Army Mesh
Tec-9 Avalanche.png,Tec-9 Avalanche
Tec-9 Bamboo Forest.png,Tec-9 Bamboo Forest
Tec-9 Bamboozle.png,Tec-9 Bamboozle
Tec-9 Blast From the Past.png,Tec-9 Blast From the Past
Tec-9 Blue Titanium.png,Tec-9 Blue Titanium
Tec-9 Brass.png,Tec-9 Brass
Tec-9 Brother.png,Tec-9 Brother
Tec-9 Cracked Opal.png,Tec-9 Cracked Opal
Tec-9 Cut Out.png,Tec-9 Cut Out
Tec-9 Dizimadora.png,Tec-9 Dizimadora
Tec-9 Flash Out.png,Tec-9 Flash Out
Tec-9 Fuel Injector.png,Tec-9 Fuel Injector
Tec-9 Groundwater.png,Tec-9 Groundwater
Tec-9 Hades.png,Tec-9 Hades
Tec-9 Ice Cap.png,Tec-9 Ice Cap
Tec-9 Isaac.png,Tec-9 Isaac
Tec-9 Jambiya.png,Tec-9 Jambiya
Tec-9 Mummy's Rot.png,Tec-9 Mummy's Rot
Tec-9 Nuclear Threat.png,Tec-9 Nuclear Threat
Tec-9 Orange Murano.png,Tec-9 Orange Murano
Tec-9 Ossified.png,Tec-9 Ossified
Tec-9 Phoenix Chalk.png,Tec-9 Phoenix Chalk
Tec-9 Re-Entry.png,Tec-9 Re-Entry
Tec-9 Rebel.png,Tec-9 Rebel
Tec-9 Red Quartz.png,Tec-9 Red Quartz
Tec-9 Remote Control.png,Tec-9 Remote Control
Tec-9 Rust Leaf.png,Tec-9 Rust Leaf
Tec-9 Safety Net.png,Tec-9 Safety Net
Tec-9 Slag.png,Tec-9 Slag
Tec-9 Snek-9.png,Tec-9 Snek-9
Tec-9 Terrace.png,Tec-9 Terrace
Tec-9 Titanium Bit.png,Tec-9 Titanium Bit
Tec-9 Tornado.png,Tec-9 Tornado
Tec-9 Toxic.png,Tec-9 Toxic
Tec-9 Urban DDPAT.png,Tec-9 Urban DDPAT
Tec-9 VariCamo.png,Tec-9 VariCamo
UMP-45 Arctic Wolf.png,UMP-45 Arctic Wolf submetralhadora
UMP-45 Blaze.png,UMP-45 Blaze submetralhadora
UMP-45 Bone Pile.png,UMP-45 Bone Pile submetralhadora
UMP-45 Briefing.png,UMP-45 Briefing submetralhadora
UMP-45 Caramel.png,UMP-45 Caramel submetralhadora
UMP-45 Carbon Fiber.png,UMP-45 Carbon Fiber submetralhadora
UMP-45 Corporal.png,UMP-45 Corporal submetralhadora
UMP-45 Crime Scene.png,UMP-45 Crime Scene submetralhadora
UMP-45 Day Lily.png,UMP-45 Day Lily submetralhadora
UMP-45 Delusion.png,UMP-45 Delusion submetralhadora
UMP-45 Exposure.png,UMP-45 Exposure submetralhadora
UMP-45 Facility Dark.png,UMP-45 Facility Dark submetralhadora
UMP-45 Fade.png,UMP-45 Fade submetralhadora degradê colorido brilhante
UMP-45 Fallout Warning.png,UMP-45 Fallout Warning submetralhadora
UMP-45 Full stop.png,UMP-45 Full stop submetralhadora
UMP-45 Gold Bismuth.png,UMP-45 Gold Bismuth submetralhadora
UMP-45 Gunsmoke.png,UMP-45 Gunsmoke submetralhadora
UMP-45 Houndstooth.png,UMP-45 Houndstooth submetralhadora
UMP-45 Indigo.png,UMP-45 Indigo submetralhadora
UMP-45 Labyrinth.png,UMP-45 Labyrinth submetralhadora
UMP-45 Mechanism.png,UMP-45 Mechanism submetralhadora
UMP-45 Metal Flowers.png,UMP-45 Metal Flowers submetralhadora
UMP-45 Minotaur's Labyrinth.png,UMP-45 Minotaur's Labyrinth submetralhadora
UMP-45 Momentum.png,UMP-45 Momentum submetralhadora
UMP-45 Moonrise.png,UMP-45 Moonrise submetralhadora
UMP-45 Motorized.png,UMP-45 Motorized submetralhadora
UMP-45 Mudder.png,UMP-45 Mudder submetralhadora
UMP-45 Oscillator.png,UMP-45 Oscillator submetralhadora
UMP-45 Plastique.png,UMP-45 Plastique submetralhadora
UMP-45 Primal Saber.png,UMP-45 Primal Saber submetralhadora
UMP-45 Riot.png,UMP-45 Riot submetralhadora
UMP-45 Roadblock.png,UMP-45 Roadblock submetralhadora
UMP-45 Scaffold.png,UMP-45 Scaffold submetralhadora
UMP-45 Scorched.png,UMP-45 Scorched submetralhadora
UMP-45 Urban DDPAT.png,UMP-45 Urban DDPAT submetralhadora
UMP-45 Wild Child.png,UMP-45 Wild Child submetralhadora
USP-S Ancient Visions.png,USP-S Ancient Visions pistola silenciada
USP-S Black Lotus.png,USP-S Black Lotus pistola silenciada
USP-S Blood Tiger.png,USP-S Blood Tiger pistola silenciada
USP-S Blueprint.png,USP-S Blueprint pistola silenciada
USP-S Business Class.png,USP-S Business Class pistola silenciada
USP-S Caiman.png,USP-S Caiman pistola silenciada
USP-S Check Engine.png,USP-S Check Engine pistola silenciada
USP-S Cortex.png,USP-S Cortex pistola silenciada
USP-S Cyrex.png,USP-S Cyrex pistola silenciada preta vermelha futurista
USP-S Desert Tactical.png,USP-S Desert Tactical pistola silenciada
USP-S Flashback.png,USP-S Flashback pistola silenciada
USP-S Forest Leaves.png,USP-S Forest Leaves pistola silenciada
USP-S Guardian.png,USP-S Guardian pistola silenciada
USP-S Jawbreaker.png,USP-S Jawbreaker pistola silenciada
USP-S Kill Confirmed.png,USP-S Kill Confirmed pistola silenciada
USP-S Lead Conduit.png,USP-S Lead Conduit pistola silenciada
USP-S Monster Mashup.png,USP-S Monster Mashup pistola silenciada
USP-S Neo-Noir.png,USP-S Neo-Noir pistola silenciada rosa roxa anime neon
USP-S Night Ops.png,USP-S Night Ops pistola silenciada
USP-S Orange Anolis.png,USP-S Orange Anolis pistola silenciada
USP-S Orion.png,USP-S Orion pistola silenciada
USP-S Overgrowth.png,USP-S Overgrowth pistola silenciada
USP-S Para Green.png,USP-S Para Green pistola silenciada
USP-S Pathfinder.png,USP-S Pathfinder pistola silenciada
USP-S Printstream.png,USP-S Printstream pistola silenciada branca moderna futurista
USP-S Purple DDPAT.png,USP-S Purple DDPAT pistola silenciada
USP-S Road Rash.png,USP-S Road Rash pistola silenciada
USP-S Royal Blue.png,USP-S Royal Blue pistola silenciada
USP-S Serum.png,USP-S Serum pistola silenciada
USP-S Stainless.png,USP-S Stainless pistola silenciada
USP-S Target Acquired.png,USP-S Target Acquired pistola silenciada
USP-S The Traitor.png,USP-S The Traitor pistola silenciada
USP-S Ticket to Hell.png,USP-S Ticket to Hell pistola silenciada
USP-S Torque.png,USP-S Torque pistola silenciada
USP-S Whiteout.png,USP-S Whiteout pistola silenciada
Ursus Knife  Blue Steel.png,Ursus Knife  Blue Steel
Ursus Knife Blue Steel.png,Ursus Knife Blue Steel
Ursus Knife Boreal forest.png,Ursus Knife Boreal forest
Ursus Knife Case Hardened.png,Ursus Knife Case Hardened metálica azul dourada
Ursus Knife Crimson Web.png,Ursus Knife Crimson Web vermelha teia de aranha
Ursus Knife Damascus Steel.png,Ursus Knife Damascus Steel
Ursus Knife Fade.png,Ursus Knife Fade degradê colorido brilhante
Ursus Knife Forest DDPAT.png,Ursus Knife Forest DDPAT
Ursus Knife Marble Fade.png,Ursus Knife Marble Fade degradê colorido brilhante degradê mármore colorido
Ursus Knife Safari Mesh.png,Ursus Knife Safari Mesh
Ursus Knife Scorched.png,Ursus Knife Scorched
Ursus Knife Slaughter.png,Ursus Knife Slaughter
Ursus Knife Stained.png,Ursus Knife Stained
Ursus Knife Tiger Tooth.png,Ursus Knife Tiger Tooth dourada listras de tigre
Ursus Knife Ultraviolet.png,Ursus Knife Ultraviolet
Ursus Knife Urban Masked.png,Ursus Knife Urban Masked
Ursus Knife Vanilla.png,Ursus Knife Vanilla
XM1014 Ancient Lore.png,XM1014 Ancient Lore escopeta automática
XM1014 Banana Leaf.png,XM1014 Banana Leaf escopeta automática
XM1014 Black Tie.png,XM1014 Black Tie escopeta automática
XM1014 Blaze Orange.png,XM1014 Blaze Orange escopeta automática
XM1014 Blue Spruce.png,XM1014 Blue Spruce escopeta automática
XM1014 Blue Steel.png,XM1014 Blue Steel escopeta automática
XM1014 Blue Tire.png,XM1014 Blue Tire escopeta automática
XM1014 Bone Machine.png,XM1014 Bone Machine escopeta automática
XM1014 CaliCamo.png,XM1014 CaliCamo escopeta automática
XM1014 Charter.png,XM1014 Charter escopeta automática
XM1014 Elegant Vines.png,XM1014 Elegant Vines escopeta automática
XM1014 Fallout Warning.png,XM1014 Fallout Warning escopeta automática
XM1014 Faraônica.png,XM1014 Faraônica escopeta automática
XM1014 Frost Borre.png,XM1014 Frost Borre escopeta automática
XM1014 Grassland.png,XM1014 Grassland escopeta automática
XM1014 Heaven Guard.png,XM1014 Heaven Guard escopeta automática
XM1014 Hieroglyph.png,XM1014 Hieroglyph escopeta automática
XM1014 Incinegator.png,XM1014 Incinegator escopeta automática
XM1014 Irezumi.png,XM1014 Irezumi escopeta automática
XM1014 Jungle.png,XM1014 Jungle escopeta automática
XM1014 Oxide Blaze.png,XM1014 Oxide Blaze escopeta automática
XM1014 Quicksilver.png,XM1014 Quicksilver escopeta automática
XM1014 Red Leather.png,XM1014 Red Leather escopeta automática
XM1014 Scumbria.png,XM1014 Scumbria escopeta automática
XM1014 Seasons.png,XM1014 Seasons escopeta automática
XM1014 Slipstream.png,XM1014 Slipstream escopeta automática
XM1014 Teclu Burner.png,XM1014 Teclu Burner escopeta automática
XM1014 Tranquility.png,XM1014 Tranquility escopeta automática
XM1014 Urban Perforated.png,XM1014 Urban Perforated escopeta automática
XM1014 VariCamo Blue.png,XM1014 VariCamo Blue escopeta automática
XM1014 Watchdog.png,XM1014 Watchdog escopeta automática
XM1014 XOXO.png,XM1014 XOXO escopeta automática
XM1014 Ziggy.png,XM1014 Ziggy escopeta automática
XM1014 Zombie Offensive.png,XM1014 Zombie Offensive escopeta automática
Zeus x27 Olympus.png,Zeus x27 Olympus
